Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
2000,1.1207938,0.00029100303,-40.736618,-30.001006171107292,-30.001001781900413,985.0
3000,1.1309195,0.000285003,-40.10215,-8.000005714595318,-8.000001419219188,985.0
4000,1.1481526,0.00027900303,-38.39978,27.000001788139343,26.999999552383088,985.0
5000,1.1430457,0.00027300304,-39.015553,50.00000458955765,50.00000040768646,985.0
6000,1.138929,0.00026700302,-39.510025,8.999995112419128,8.999999036779627,985.0
7000,1.156322,0.000261003,-37.590233,-21.00000398606062,-21.000001878128387,985.0
8000,1.1260825,0.00025500305,-39.99817,6.000000935047865,5.999999257270247,985.0
9000,1.1274775,0.00024900303,-38.977806,28.999996423721313,28.99999958614353,985.0
10000,1.1439297,0.00024300304,-39.190895,31.00000149011612,30.999999645748176,985.0
11000,1.1183544,0.00023700304,-39.10183,-42.000011425465345,-42.00000243249815,985.0
12000,1.1241585,0.00023100304,-38.10414,10.99999988079071,10.999999062623829,985.0
13000,1.1106868,0.00022500305,-38.42874,-1.0000048875808716,-1.0000013675307855,985.0
14000,1.1143535,0.00021900305,-38.58279,8.999996602535248,8.999999036779627,985.0
15000,1.1224924,0.00021300303,-38.298115,39.999999947845936,40.00000005005859,985.0
16000,1.1175544,0.00020700306,-38.393814,9.99999886751175,9.999999143066816,985.0
17000,1.1181384,0.00020100304,-39.13833,-2.000003669410944,-2.0000011211959645,985.0
18000,1.108957,0.00019500304,-38.943985,-12.000003278255463,-12.00000143214129,985.0
19000,1.1077899,0.00018900307,-38.793873,2.9999979212880135,2.999998951330781,985.0
20000,1.1166878,0.00018300307,-37.71181,15.999997735023499,15.999999275198206,985.0
21000,1.1448015,0.00017700305,-37.557465,21.00000235065818,20.99999956029933,985.0
22000,1.1809009,0.00017100308,-36.47431,12.999999344348907,12.999999181833118,985.0
23000,1.1609956,0.00016500306,-37.84691,-27.000007085502148,-27.00000195566099,985.0
24000,1.1529893,0.00015900306,-38.072636,2.0000018142163754,1.9999989384086803,985.0
25000,1.1428832,0.00015300307,-37.16244,22.99999863654375,22.99999954737723,985.0
26000,1.1634417,0.00014700307,-37.156025,15.000003226101398,14.999999381485395,985.0
27000,1.1605717,0.00014100307,-37.124325,-6.000004827976227,-6.000001393374987,985.0
28000,1.1717223,0.00013500307,-37.49627,-25.000004291534424,-25.00000194273889,985.0
29000,1.1651646,0.00012900308,-37.61395,-56.0000125169754,-56.00000294309575,985.0
30000,1.1603144,0.00012300308,-37.887177,-27.000006318092346,-27.00000195566099,985.0
31000,1.1700735,0.000117003074,-37.17128,-40.000009417533875,-40.00000241957605,985.0
32000,1.1651646,0.00011100308,-36.265266,-15.000006537884474,-15.000001572188921,985.0
33000,1.162979,0.000105003084,-36.65095,3.9999955892562866,3.9999990109354258,985.0
34000,1.1659176,9.9003075e-05,-36.759266,18.999998576939106,18.999999521533027,985.0
35000,1.1735461,9.300308e-05,-36.340385,-3.9999998211860657,-4.0000013675307855,985.0
36000,1.1690829,8.700309e-05,-36.79308,18.999999225139618,18.999999474850483,985.0
37000,1.1632653,8.100308e-05,-36.545815,-11.000005476176739,-11.000001465901732,985.0
38000,1.1638951,7.500309e-05,-37.099052,33.00000125914812,32.99999995168764,985.0
39000,1.155263,6.9003094e-05,-37.25844,21.9999977350235,21.999999534455128,985.0
40000,1.1794716,6.300309e-05,-36.12591,16.99999690055847,16.999999148072675,985.0
41000,1.169451,5.700309e-05,-36.939198,-16.00000124424696,-16.000001538428478,985.0
42000,1.1639822,5.100309e-05,-36.55065,-17.000002078711987,-17.000001598033123,985.0
43000,1.1717227,4.5003093e-05,-35.941113,14.999999344348907,14.999999215593562,985.0
44000,1.1915061,3.90031e-05,-34.71615,-10.000006377696991,-10.00000142713543,985.0
45000,1.1764156,3.30031e-05,-35.38399,10.99999487400055,10.999999109306373,985.0
46000,1.1634429,2.7003098e-05,-36.0415,3.999998338520527,3.9999989642528817,985.0
47000,1.1665938,2.1003103e-05,-35.39731,10.999993860721588,10.999999155988917,985.0
48000,1.1621238,1.5003103e-05,-36.29042,7.999996662139893,7.9999990705400705,985.0
49000,1.1568075,9.003104e-06,-36.154922,7.999998688697815,7.9999990238575265,985.0
50000,1.1582019,3.003107e-06,-36.73548,6.999997455626726,6.99999905761797,985.0
