Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
1000,1.776637,0.0002985015,1.3415682,-1.000079999997979,-1.000079999997979,173.0
2000,1.7760711,0.0002955015,1.2107826,-1.0000166666662456,-1.0000166666662456,165.16666666666666
3000,1.7668062,0.0002925015,1.3469172,-1.0,-1.0,173.25
4000,1.7596282,0.00028950154,0.6128144,-3.33333324912625e-05,-3.33333324912625e-05,407.0
5000,1.7580546,0.00028650148,1.1266545,-0.5001749999955791,-0.5001749999955791,270.25
6000,1.7479299,0.00028350152,1.4696554,-0.75,-0.75,252.25
7000,1.734948,0.00028050155,1.2550637,-1.0000166666662456,-1.0000166666662456,175.66666666666666
8000,1.7122252,0.00027750153,1.1057032,-4.999999873689376e-05,-4.999999873689376e-05,401.5
9000,1.741654,0.00027450154,0.7351834,-0.7500499999987369,-0.7500499999987369,254.0
10000,1.6975337,0.0002715015,1.8111601,0.0,0.0,348.0
11000,1.7053862,0.00026850155,1.5856173,-0.5000249999993684,-0.5000249999993684,261.0
12000,1.687493,0.0002655015,1.7687403,-0.00013333332996505,-0.00013333332996505,332.6666666666667
13000,1.6866138,0.00026250153,1.5793029,-0.00019999999130959623,-0.00019999999494757503,363.0
14000,1.6722534,0.00025950154,0.85505754,-0.8333666666658246,-0.8333666666658246,196.0
15000,1.6680458,0.00025650152,0.9922333,-0.7501249999950232,-0.7501249999968422,233.0
16000,1.6550189,0.00025350152,1.4891855,0.0,0.0,355.0
17000,1.67499,0.0002505015,1.8533669,None,None,None
18000,1.6588589,0.00024750154,1.1470346,-0.00014999999621068127,-0.00014999999621068127,486.75
19000,1.6491373,0.00024450154,0.64788383,-1.0000999999938358,-1.0000999999974738,175.16666666666666
20000,1.6617146,0.00024150153,0.8949097,-0.8001199999969686,-0.8001199999969686,212.2
21000,1.6626666,0.00023850155,1.1161267,-1.0000666666649825,-1.0000666666649825,190.33333333333334
22000,1.6765333,0.00023550155,0.68789285,-0.4000199999994948,-0.4000199999994948,280.2
23000,1.6507283,0.00023250155,0.8885716,-0.5,-0.5,241.75
24000,1.6547132,0.00022950154,0.88645655,-0.3333666666658246,-0.3333666666658246,315.3333333333333
25000,1.6513474,0.00022650155,0.86902034,-0.3333333333333333,-0.3333333333333333,307.0
26000,1.642358,0.00022350154,0.6289403,-0.7500499999987369,-0.7500499999987369,271.75
27000,1.6547806,0.00022050155,0.19625367,-1.0000166666662456,-1.0000166666662456,166.66666666666666
28000,1.6731639,0.00021750155,0.25515267,-0.8001399999920977,-0.8001399999964633,204.4
29000,1.6702268,0.00021450155,0.6127712,-1.0,-1.0,219.33333333333334
30000,1.6728151,0.00021150155,0.23607242,-0.25,-0.25,313.25
31000,1.6799172,0.00020850154,0.47724766,-0.3333666666658246,-0.3333666666658246,317.3333333333333
32000,1.6725786,0.00020550155,-0.012960846,-0.8000399999989896,-0.8000399999989896,209.4
33000,1.6485943,0.00020250156,0.21914345,-0.5,-0.5,262.5
34000,1.6208433,0.00019950156,0.31944323,-0.3333333333333333,-0.3333333333333333,312.0
35000,1.6595098,0.00019650155,0.0080709895,-1.0000199999994948,-1.0000199999994948,167.4
36000,1.6699462,0.00019350156,0.822316,None,None,None
37000,1.6476665,0.00019050155,0.107073426,0.2,0.2,402.0
38000,1.6511087,0.00018750154,0.30657166,-0.5000499999987369,-0.5000499999987369,258.0
39000,1.6361685,0.00018450156,0.29831305,-0.6666666666666666,-0.6666666666666666,241.0
40000,1.6480932,0.00018150157,0.15600269,-0.666699999999158,-0.666699999999158,250.33333333333334
41000,1.6135317,0.00017850156,-0.19402495,-0.25007499999628635,-0.25007499999810534,365.75
42000,1.6515225,0.00017550155,0.25390625,-0.00013333332996505,-0.00013333332996505,358.6666666666667
