Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss
2000,1.6405649,0.00029940033,5.760588,6.485294113264365,6.485294116551385,362.7352941176471,1.8923124,0.07180149
4000,1.544587,0.00029820032,3.6451092,9.76749999821186,9.767499999515712,422.85,0.55327666,0.06874935
6000,1.4529045,0.00029700028,1.8461514,10.521052630324112,10.52105263150052,438.05263157894734,0.35267916,0.070874184
8000,1.3436882,0.00029580033,1.4315703,9.757894737155814,9.757894736763678,414.0263157894737,0.26501262,0.06903129
10000,1.1231252,0.00029460032,1.4190823,7.720454545183615,7.720454545352947,366.95454545454544,0.30520016,0.070823655
12000,1.1172069,0.00029340028,1.1626655,4.627868849723066,4.627868852043738,259.327868852459,0.35526332,0.0678749
14000,1.1441529,0.00029220033,0.7570937,2.9803030283162086,2.980303028880647,215.24242424242425,0.29033124,0.06962444
16000,1.058327,0.0002910003,1.0093106,3.534374996088445,3.5343749986495823,227.9375,0.2905151,0.06863203
18000,0.94273996,0.00028980034,0.7142601,3.725316454338122,3.725316455564167,248.27848101265823,0.30445278,0.06827734
20000,0.8348583,0.00028860033,0.7618792,3.0059701453393965,3.0059701488978825,216.56716417910448,0.27591926,0.064759105
22000,0.75387573,0.0002874003,0.6960036,3.6514285717691695,3.651428571343422,237.84285714285716,0.29901293,0.06902322
24000,0.62084424,0.00028620035,0.33136928,2.373749999701977,2.3737499999813734,192.5875,0.23319073,0.06532352
26000,0.6077393,0.00028500034,0.5615608,4.998275861657899,4.998275862043274,279.8103448275862,0.27683777,0.06875356
28000,0.72645795,0.0002838003,0.40622663,3.714516128263166,3.714516128864019,248.6290322580645,0.23929518,0.06825313
30000,0.65717846,0.00028260035,1.1466396,7.641025641025641,7.641025641025641,348.9230769230769,0.29795304,0.06746116
32000,0.5816633,0.0002814003,0.8680701,4.7881355911998424,4.788135593094058,307.8813559322034,0.28103775,0.06751773
34000,0.49036252,0.0002802003,0.99423945,5.453571426016944,5.453571428411773,296.0357142857143,0.29489875,0.064951815
36000,0.43514484,0.0002790003,1.4399545,3.782857142175947,3.7828571426016944,264.0285714285714,0.29174417,0.06746334
38000,0.5420783,0.0002778003,0.47456735,8.430769228018248,8.430769230597294,423.84615384615387,0.24018027,0.06865809
40000,0.4944141,0.0002766003,0.8386704,5.251111108726925,5.251111110879315,293.15555555555557,0.27358124,0.069579706
42000,0.56029844,0.00027540032,0.90492934,5.778431367640402,5.7784313721691865,306.7647058823529,0.2750829,0.06443587
44000,0.6752655,0.0002742003,0.8503253,5.391111105018192,5.391111110647519,304.4888888888889,0.22708611,0.06973155
46000,0.8047661,0.0002730003,1.0744107,6.6625,6.662499999813735,328.375,0.2368501,0.0673002
48000,0.865113,0.00027180035,1.0224138,8.041666660043928,8.041666666459706,558.1388888888889,0.23522866,0.06831254
50000,0.89996034,0.0002706003,0.73183286,9.094285712923323,9.094285713987691,405.22857142857146,0.2177601,0.06981492
52000,0.9456439,0.00026940033,0.7569492,10.233333332972093,10.233333333197868,428.969696969697,0.20257601,0.06966519
54000,0.943338,0.00026820033,0.79627705,7.492857141154153,7.492857142395916,525.7619047619048,0.22800955,0.06867006
56000,0.9648024,0.00026700032,0.90323097,7.928260862827301,7.928260869144098,356.7826086956522,0.25574347,0.06850696
58000,0.9498776,0.0002658003,1.1496983,8.017073166079637,8.01707317025923,361.9268292682927,0.26176915,0.06797329
60000,0.841406,0.0002646003,1.2646421,11.17142857142857,11.17142857142857,458.85714285714283,0.24684492,0.06577526
62000,0.9207916,0.00026340032,1.0917647,10.444444444444445,10.444444444444445,434.1666666666667,0.23202047,0.06965658
64000,0.9486545,0.00026220037,1.3350693,9.37749999910593,9.377499999664725,404.025,0.2570591,0.06563074
66000,0.89296246,0.00026100033,1.114495,8.492682925084742,8.492682926538514,376.3658536585366,0.25760654,0.06922731
68000,0.8466972,0.00025980032,1.1272187,10.073684209271482,10.073684210447889,424.89473684210526,0.24298981,0.06883306
70000,0.7849737,0.00025860028,1.2059613,10.302777777115503,10.302777777736386,431.19444444444446,0.23152432,0.06672658
