Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
1000,0.38263762,0.00029700302,18.127651,20.561484016850592,20.56148080845596,190.0
2000,0.39140874,0.00029100303,17.007792,23.45700352246058,23.45700087142177,212.0
3000,0.35341024,0.000285003,17.43311,25.9505045019323,25.95050101720699,244.0
4000,0.37578562,0.00027900303,17.559973,17.970878422434907,17.970875683289705,143.625
5000,0.39333972,0.00027300304,16.785099,30.940804855374154,30.940801201679278,291.6666666666667
6000,0.407993,0.00026700302,17.546501,21.297736606386025,21.297734137289808,175.5
7000,0.39346355,0.000261003,17.027426,23.458254084107466,23.45825087139019,206.0
8000,0.35069495,0.00025500305,18.07862,24.35356397992,24.353560935717542,229.0
9000,0.43757132,0.00024900303,17.14419,21.765523867169396,21.765520849399035,170.0
10000,0.3569588,0.00024300304,17.196707,29.698206237666454,29.69820108177737,255.25
11000,0.32262635,0.00023700304,16.165878,18.963270386331715,18.963267413307523,181.33333333333334
12000,0.35815805,0.00023100304,16.177694,32.742925581382586,32.742921254996325,281.4
13000,0.25870618,0.00022500305,16.068554,16.96780314424541,16.967800669313874,159.0
14000,0.36214796,0.00021900305,17.206024,30.775171334971674,30.775167798781087,286.8333333333333
15000,0.37803447,0.00021300303,16.915667,20.759563942067324,20.759560796583536,199.4
16000,0.36244807,0.00020700306,16.332647,16.400174546238436,16.400172047668352,140.14285714285714
17000,0.3396123,0.00020100304,17.142765,18.134703541038714,18.134700697980104,157.66666666666666
18000,0.33306885,0.00019500304,16.806566,27.449004319380037,27.44900107515423,251.5
19000,0.3362528,0.00018900307,16.349989,18.134470226611786,18.134467364652664,158.83333333333334
20000,0.3465142,0.00018300307,16.080511,20.13123664345282,20.13123410421152,174.83333333333334
21000,0.389988,0.00017700305,15.513948,21.45915454858914,21.45915084326043,201.75
22000,0.32771015,0.00017100308,15.678589,25.354924714006483,25.354920993931593,222.4
23000,0.3358427,0.00016500306,15.073092,18.173483430827037,18.173480715497863,130.8
24000,0.27086842,0.00015900306,16.45108,28.545964131946675,28.54596103912918,266.4
25000,0.32388952,0.00015300307,15.562211,18.30090311600361,18.300900688057784,160.0
26000,0.36375666,0.00014700307,15.432612,33.701005190072465,33.701001285237,241.5
27000,0.36679694,0.00014100307,15.419177,17.966437179284792,17.96643403688601,165.83333333333334
28000,0.34413195,0.00013500307,16.680298,21.75916503095068,21.759160854842047,201.6
29000,0.34770072,0.00012900308,15.357302,18.36836314687971,18.368360703706276,156.2
30000,0.40268797,0.00012300308,15.314275,13.643291649331028,13.643289429292459,115.44444444444444
31000,0.33980474,0.000117003074,15.985146,20.46343696086357,20.46343409430604,180.33333333333334
32000,0.34050488,0.00011100308,14.86509,14.726178045457345,14.726175582238284,117.5
33000,0.3080213,0.000105003084,15.522716,19.13377084658714,19.13376740327658,162.16666666666666
34000,0.3360268,9.9003075e-05,14.932684,13.089802678480433,13.089800507991136,105.22222222222223
35000,0.3608609,9.300308e-05,15.219925,13.478042945812922,13.478040524112293,108.4
36000,0.36768568,8.700309e-05,15.152633,12.180082818539812,12.180080483693747,98.4
37000,0.33466023,8.100308e-05,14.967537,11.483085999439936,11.483083789926846,83.5
38000,0.2750554,7.500309e-05,15.841916,18.16948357219808,18.16948071559891,150.4
39000,0.31091192,6.9003094e-05,16.049397,26.752804691996424,26.752801028391694,232.8
40000,0.3007496,6.300309e-05,15.42311,19.135670403852902,19.13566740322858,153.0
41000,0.32338512,5.700309e-05,15.07036,13.978143095038831,13.97814055323397,107.9
42000,0.3060735,5.100309e-05,14.823349,12.618111956123771,12.61810959140712,90.0909090909091
43000,0.32932228,4.5003093e-05,14.577861,10.984548099042678,10.984545891798916,76.27272727272727
44000,0.2802824,3.90031e-05,14.898702,15.59865330750472,15.598650603806163,130.0
45000,0.29856473,3.30031e-05,15.580991,14.099228351798956,14.099225545882291,127.25
46000,0.29791093,2.7003098e-05,14.7235775,15.475077887094812,15.475075611220745,123.125
47000,0.31266877,2.1003103e-05,15.063076,12.180522934964392,12.180520483682631,96.1
48000,0.24798529,1.5003103e-05,15.573401,19.35932367690839,19.359320762183053,200.6
49000,0.30076435,9.003104e-06,15.609643,14.850328132270079,14.85032557150771,121.625
50000,0.32005584,3.003107e-06,14.899643,12.280182723130565,12.280180477730756,97.9
