Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
994,1.3271153,0.000297021,61.20036,38.34796959015245,38.34796729594825,88.21951219512195
1994,1.3156087,0.00029103903,62.50918,42.87452095210871,42.87451745259444,99.8157894736842
2994,1.3345202,0.00028503902,60.9609,40.504819294559724,40.50481584546755,93.76190476190476
3994,1.3524451,0.00027903903,60.095062,44.0624462874257,44.06244169093386,114.82857142857142
4994,1.3308158,0.000273039,61.280735,43.930419269535925,43.93041670624152,96.675
5994,1.3715268,0.00026703902,60.834175,44.77014616702603,44.77014289821133,118.29411764705883
6994,1.3748753,0.000261039,60.663265,46.11688433313975,46.116879573404326,108.63888888888889
7994,1.3896078,0.00025503905,61.764374,45.395166721867604,45.39516287048819,106.11111111111111
8994,1.4882694,0.00024903903,58.939453,52.104264804147064,52.10426009509754,122.2258064516129
9994,1.4905522,0.00024303905,61.120552,49.15603662022807,49.15603221662318,127.21212121212122
10994,1.503722,0.00023703904,59.953537,46.21187721480451,46.21187239351146,115.55882352941177
11994,1.515447,0.00023103904,61.248085,42.979534683493135,42.97953108048858,101.02941176470588
12994,1.5189254,0.00022503905,60.73254,47.80390394942702,47.80389902217513,121.74285714285715
13994,1.4843764,0.00021903905,59.873848,46.062691258576315,46.06268749482946,113.62857142857143
14994,1.5020485,0.00021303905,58.987743,57.77754469761903,57.77754068863522,148.73076923076923
15994,1.4773092,0.00020703906,59.525986,42.917858088525996,42.91785457042844,115.11764705882354
16994,1.5023487,0.00020103905,57.116142,50.215779021049144,50.215774396052566,126.37931034482759
17994,1.506493,0.00019503906,58.23766,49.52195518598291,49.521950303012645,130.4516129032258
18994,1.5315179,0.00018903907,58.57823,46.24085730967208,46.24085472817687,117.70588235294117
19994,1.5273722,0.00018303907,57.841534,43.24121840430342,43.241213457849774,115.97058823529412
20994,1.5225141,0.00017703905,59.731354,46.46321017814709,46.463207511285354,111.08571428571429
21994,1.502586,0.00017103908,56.45574,47.38319904347736,47.38319560890113,113.75
22994,1.5143518,0.00016503906,56.748043,49.2249059952519,49.22490191398447,123.8125
23994,1.4914969,0.00015903906,57.939575,45.62653510103386,45.6265315034964,109.16216216216216
24994,1.5032067,0.00015303907,57.762955,48.459854999356054,48.45985038458832,123.33333333333333
25994,1.488302,0.00014703907,57.479675,44.68145964826407,44.68145577969246,104.83783783783784
26994,1.4949785,0.00014103907,58.136272,50.15803155763371,50.15802620553454,117.39393939393939
27994,1.491446,0.00013503907,56.34903,45.27858865216275,45.27858355678803,120.63636363636364
28994,1.4672769,0.00012903908,56.769806,45.84395750952142,45.84395314280787,103.21621621621621
29994,1.5029724,0.00012303908,55.185818,46.49393952872466,46.49393513338388,121.37037037037037
30994,1.491589,0.00011703908,55.394142,50.23776048754842,50.23775491670591,133.0
31994,1.4885529,0.00011103907,53.903652,55.972468496260134,55.97246426588992,135.86206896551724
32994,1.4847525,0.00010503908,56.306267,48.29060047868905,48.290596140043846,116.91428571428571
33994,1.4612509,9.9039076e-05,55.77586,49.4917146130465,49.491711622781416,120.54838709677419
34994,1.493305,9.303908e-05,55.655464,54.10259964240475,54.10259566916014,130.38709677419354
35994,1.4960136,8.7039094e-05,56.301113,34.493317071548425,34.4933141105277,96.3076923076923
36994,1.4964749,8.1039085e-05,55.797592,50.47648181048092,50.476478461231366,116.08823529411765
37994,1.5027903,7.503909e-05,56.357563,46.82931994094106,46.82931681944683,102.125
38994,1.4965367,6.903909e-05,56.98583,43.600842215873556,43.60083954554166,102.56756756756756
39994,1.5026509,6.303909e-05,56.295097,47.53603053465828,47.53602538124944,112.47058823529412
40994,1.5006506,5.703909e-05,56.269444,39.41609711647452,39.41609382890359,97.76923076923077
41994,1.4780735,5.1039093e-05,56.003227,48.43679016346515,48.43678565974807,111.89189189189189
42994,1.4823979,4.5039094e-05,56.71292,43.329549701507496,43.32954668293023,100.975
43994,1.4699483,3.9039096e-05,55.7325,43.655793908594106,43.655790879352594,98.16216216216216
44994,1.4881468,3.30391e-05,55.956856,43.30255445406923,43.302553028163636,107.48648648648648
45994,1.4938023,2.7039101e-05,56.46844,48.310193762184,48.310190792123954,114.19444444444444
46994,1.4809372,2.1039103e-05,55.694336,43.508457552045854,43.50845463849734,103.47058823529412
47994,1.4765991,1.5039104e-05,55.92711,44.14518309940144,44.14517947742085,106.08333333333333
48994,1.4907448,9.039106e-06,55.03437,49.256019432938956,49.25601439290767,124.5625
49994,1.464993,3.0391068e-06,55.359642,46.003489879192784,46.00348600348891,112.63157894736842
