Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
1000,1.7821267,0.0002985015,1.9498472,-0.20100000004749746,-0.20100000004749746,176.6
2000,1.780496,0.0002955015,2.0166621,-0.3333333333333333,-0.3333333333333333,170.16666666666666
3000,1.7750679,0.0002925015,2.7213678,-0.6675000000201786,-0.6675000000395812,165.83333333333334
4000,1.7724099,0.00028950154,3.1595461,-0.33383333335708204,-0.33383333335708204,161.33333333333334
5000,1.7721425,0.00028650148,2.3048499,-0.6014000000664964,-0.6014000000664964,189.8
6000,1.7769289,0.00028350152,2.1416247,-0.3341666666868453,-0.3341666667062479,179.83333333333334
7000,1.7695653,0.00028050155,2.8126976,-0.3351666666955377,-0.33516666675374535,164.16666666666666
8000,1.7713621,0.00027750153,1.6420822,0.33316666665875044,0.33316666665875044,159.83333333333334
9000,1.7616758,0.00027450154,1.5015435,-0.0013333334160658221,-0.0013333333966632683,164.83333333333334
10000,1.7585533,0.0002715015,1.5405109,-1.0,-1.0,253.25
11000,1.7654232,0.00026850155,1.1995977,-0.0006666666983316342,-0.0006666666983316342,170.0
12000,1.7628477,0.0002655015,1.6936933,0.33316666665875044,0.33316666665875044,155.16666666666666
13000,1.767738,0.00026250153,1.1848489,0.0,0.0,175.83333333333334
14000,1.7588362,0.00025950154,1.4990803,0.9996666666508341,0.9996666666508341,159.33333333333334
15000,1.7622678,0.00025650152,1.1659298,0.0,0.0,166.66666666666666
16000,1.7437034,0.00025350152,1.0282748,0.1979999999050051,0.1979999999050051,168.4
17000,1.7487553,0.0002505015,0.9042416,-0.33400000003166497,-0.33400000003166497,179.0
18000,1.7548735,0.00024750154,1.035127,0.33316666665875044,0.33316666665875044,155.16666666666666
19000,1.7198619,0.00024450154,0.9990556,-0.0002500000118743628,-0.0002500000118743628,266.75
20000,1.7394633,0.00024150153,1.008193,-0.6,-0.6,178.2
21000,1.7132386,0.00023850155,0.81427306,-1.0002000000094995,-1.0002000000094995,193.4
22000,1.7314144,0.00023550155,0.91925114,-0.00016666667458290854,-0.00016666667458290854,172.16666666666666
23000,1.6866213,0.00023250155,0.52637,0.19939999997150154,0.19939999997150154,222.4
24000,1.7234912,0.00022950154,0.84542054,0.3333333333333333,0.3333333333333333,161.0
25000,1.7201773,0.00022650155,0.7320934,-0.2,-0.2,165.2
26000,1.7162268,0.00022350154,0.46950984,-0.00016666667458290854,-0.00016666667458290854,189.33333333333334
27000,1.7396717,0.00022050155,0.47346422,0.0,0.0,165.33333333333334
28000,1.7169919,0.00021750155,0.502057,0.3324999999604188,0.3324999999604188,162.0
29000,1.7277851,0.00021450155,0.5105048,0.3328333333095846,0.3328333333095846,158.5
30000,1.7076318,0.00021150155,0.39792538,0.19979999999050052,0.19979999999050052,201.6
31000,1.6943665,0.00020850154,0.41410226,0.5997999999905005,0.5997999999905005,184.0
32000,1.7161933,0.00020550155,0.5587264,0.14271428570750036,0.14271428570750036,161.57142857142858
33000,1.7093499,0.00020250156,0.5191755,0.19959999998100103,0.19959999998100103,174.0
34000,1.7110437,0.00019950156,0.51792663,0.33316666665875044,0.33316666665875044,174.66666666666666
35000,1.6815407,0.00019650155,0.5101836,1.0,1.0,158.0
36000,1.6605846,0.00019350156,0.34023482,0.2,0.2,297.2
37000,1.6425718,0.00019050155,0.51929563,-0.3333333333333333,-0.3333333333333333,179.0
38000,1.6545521,0.00018750154,0.4435563,0.6,0.6,177.0
39000,1.638189,0.00018450156,0.41378832,0.3326666666350017,0.3326666666350017,159.0
40000,1.6547815,0.00018150157,0.43968117,1.0,1.0,187.66666666666666
41000,1.5959165,0.00017850156,0.42116117,0.3329999999841675,0.3329999999841675,154.33333333333334
42000,1.5979193,0.00017550155,0.3369869,0.6,0.6,177.6
43000,1.641155,0.00017250156,0.53004956,1.0,1.0,158.42857142857142
44000,1.6301664,0.00016950157,0.4098433,-0.00016666667458290854,-0.00016666667458290854,168.83333333333334
45000,1.6360308,0.00016650157,0.40762287,0.2,0.2,177.6
46000,1.6969392,0.00016350157,0.44692087,0.6664999999920838,0.6664999999920838,161.66666666666666
47000,1.6812055,0.00016050157,0.42721158,0.4284285714217861,0.4284285714217861,157.42857142857142
48000,1.6859671,0.00015750156,0.42866784,0.9997999999905005,0.9997999999905005,178.2
49000,1.6527586,0.00015450157,0.45622852,0.6664999999920838,0.6664999999920838,159.66666666666666
50000,1.6039743,0.00015150156,0.35615024,0.6666666666666666,0.6666666666666666,180.0
51000,1.6281543,0.00014850158,0.48649064,0.9998333333254171,0.9998333333254171,169.66666666666666
52000,1.7225931,0.00014550157,0.5334713,0.9998333333254171,0.9998333333254171,155.0
53000,1.6463916,0.00014250157,0.49385965,1.0,1.0,158.0
54000,1.5932431,0.00013950157,0.38924208,0.6666666666666666,0.6666666666666666,171.16666666666666
55000,1.6455092,0.00013650158,0.41437176,-0.0005000000237487257,-0.0005000000237487257,168.83333333333334
56000,1.5864565,0.00013350158,0.46346247,0.6,0.6,207.8
57000,1.6059585,0.00013050156,0.5329803,1.0,1.0,229.0
58000,1.616566,0.00012750158,0.55438066,0.9998333333254171,0.9998333333254171,161.83333333333334
59000,1.6467699,0.00012450157,0.5794027,1.0,1.0,159.83333333333334
60000,1.5792645,0.00012150158,0.6955118,0.9998571428503575,0.9998571428503575,151.0
61000,1.5982221,0.00011850158,0.4505191,-0.00016666667458290854,-0.00016666667458290854,173.33333333333334
62000,1.6215601,0.000115501585,0.6407327,0.9996666666508341,0.9996666666508341,155.5
63000,1.5734862,0.00011250158,0.5456306,0.9997499999881256,0.9997499999881256,233.0
64000,1.6081929,0.00010950158,0.6093163,1.0,1.0,155.85714285714286
65000,1.5803924,0.00010650158,0.45690447,1.0,1.0,168.5
66000,1.5569016,0.00010350158,0.49382615,0.6666666666666666,0.6666666666666666,213.0
67000,1.6204729,0.00010050158,0.51864505,1.0,1.0,158.83333333333334
68000,1.5352608,9.750159e-05,0.4557357,0.5,0.5,256.5
69000,1.5982745,9.4501585e-05,0.5848133,1.0,1.0,191.0
70000,1.5347623,9.150158e-05,0.5002884,1.0,1.0,172.33333333333334
71000,1.5276226,8.850159e-05,0.45657155,0.6664999999920838,0.6664999999920838,165.16666666666666
72000,1.5558889,8.550159e-05,0.6430166,1.0,1.0,154.6
73000,1.5878394,8.250159e-05,0.5763436,1.0,1.0,187.16666666666666
74000,1.5832882,7.950159e-05,0.62548655,1.0,1.0,163.83333333333334
