Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss
2000,1.4423089,0.00029900053,-16.028187,6.431034476592623,6.431034481987871,369.0344827586207,10.653951,0.03269227
4000,1.3484548,0.00029700052,-13.029742,9.702380952380953,9.702380951848768,426.8095238095238,8.688848,0.031361595
6000,1.4340014,0.00029500053,-9.993215,6.076086946155714,6.076086955711894,302.9347826086956,5.0765805,0.032715265
8000,1.3852978,0.0002930005,-5.7956243,8.264285712015061,8.264285713611613,462.2142857142857,2.209722,0.031353686
10000,1.3738284,0.00029100053,-3.4544382,8.223809521822702,8.22380952324186,368.2142857142857,1.227681,0.035517935
12000,1.4562261,0.0002890005,-2.2743194,7.795348838318226,7.795348836585533,354.5813953488372,0.70670056,0.03686202
14000,1.4295725,0.00028700053,-1.409394,9.029268289484628,9.029268292392173,391.2682926829268,0.4508525,0.037153203
16000,1.403082,0.00028500054,-0.699445,8.985365851623255,8.98536585344047,390.8780487804878,0.28965735,0.029300159
18000,1.3680084,0.00028300053,-0.0033161102,9.136585363527624,9.136585365708282,395.219512195122,0.20540357,0.032836705
20000,1.2894732,0.00028100054,0.5152524,7.904545453461734,7.904545454477722,356.45454545454544,0.21145603,0.03368794
22000,1.2487026,0.00027900052,0.7908474,8.090697673864144,8.090697674037413,364.8139534883721,0.22448735,0.035758108
24000,1.2257481,0.0002770005,1.0727551,8.727906974249107,8.72790697650161,380.1162790697674,0.25307158,0.032949187
26000,1.1468562,0.00027500052,1.1244533,8.083720928014712,8.083720930093943,364.06976744186045,0.25685802,0.03206388
28000,1.0722117,0.0002730005,1.0887107,8.524390242448668,8.524390243720717,376.9024390243902,0.3155999,0.030887287
30000,1.0688425,0.00027100052,0.8617303,4.3111111124356585,4.311111110779974,263.9047619047619,0.2901644,0.034399882
32000,1.0424187,0.00026900053,0.97010857,4.939622640609741,4.939622641453203,279.3207547169811,0.30818552,0.030226883
34000,0.9298352,0.00026700052,0.853369,3.926086956176205,3.9260869565001433,245.84057971014494,0.3200355,0.03385097
36000,0.915047,0.00026500053,0.6210448,4.350847457425069,4.35084745755135,267.6949152542373,0.3176426,0.035248328
38000,0.76153237,0.00026300052,0.88498074,3.901639344262295,3.901639344262295,247.78688524590163,0.26005477,0.030892402
40000,0.8488717,0.0002610005,0.7852136,5.657999999523163,5.6579999999701975,305.86,0.31924972,0.03400277
42000,0.8902361,0.00025900055,0.8071257,6.615555553966098,6.615555555456215,349.5111111111111,0.2934008,0.03026867
44000,0.7811235,0.00025700053,0.98689103,5.1482142848627905,5.148214285528021,303.5,0.29130197,0.038324215
46000,0.87701416,0.00025500054,1.0534092,4.6943396217418165,4.694339622585279,283.7358490566038,0.26043877,0.034147326
48000,1.0717503,0.00025300053,1.2819633,8.222727271643551,8.22272727265954,363.02272727272725,0.34053814,0.035215393
50000,1.1364768,0.0002510005,1.1877,10.039473684210526,10.039473684014458,427.0,0.28377286,0.029680392
52000,1.0599664,0.00024900053,1.3281229,8.12790697813034,8.127906976570916,372.09302325581393,0.27988756,0.034460932
54000,1.097948,0.00024700054,1.426782,9.639024388499376,9.639024389953148,408.5853658536585,0.27198437,0.034204613
56000,1.0735657,0.00024500053,1.6171169,6.8608695631441865,6.860869565087816,320.60869565217394,0.33005935,0.034866422
58000,0.9874385,0.00024300054,1.2122808,5.2298245586847,5.229824561168227,278.89473684210526,0.36086997,0.035596702
60000,0.9804515,0.00024100055,0.8835503,7.313636362552643,7.313636363568631,368.90909090909093,0.2640647,0.031904493
62000,0.99750686,0.00023900054,0.9812551,6.320454545996406,6.320454545149749,332.0681818181818,4.2220135,0.033776727
64000,1.16501,0.00023700055,1.0009853,7.100000000916994,7.099999999579711,339.1025641025641,6.296734,0.03429967
